"text","text_en","cmp_code","eu_code"
"We are committed to reforming the tax treatment of small business, including VAT, and to seeking a reduction in payroll burdens.",NA,"402",NA
"Small business will also benefit from extending the 10p tax band.",NA,"402",NA
"We will reform the bankruptcy laws to ensure second chances for people who go bankrupt through no fault of their own, and provide funds for new start-ups.",NA,"408",NA
"We will also promote the development of entrepreneurship in the school curriculum.",NA,"401",NA
"We will modernise company law to promote transparency, reduce burdens on small business and promote long-term economic success.",NA,"605",NA
"We welcome the recommendations of the Co-operative Commission, which also covered the significant mutual sector, and will examine them with a view to strengthening these important parts of our economy.",NA,"408",NA
"3. Modernising our infrastructure for the information age – Digital nation",NA,NA,NA
"The infrastructure of the future includes fast, efficient and affordable communication – telecommunications, the internet and broadcasting.",NA,"000",NA
"That requires the best competitive environment, effective regulation and continued public and private investment in the technologies of the future.",NA,"000",NA
"A ‘digital divide’ would hurt business as well as individuals: universal access is vital to effective markets.",NA,"000",NA
"We will put all government services on-line by 2005, to improve access to services and spur business on-line.",NA,"411",NA
"We will work to ensure that broadband, which allows fast internet access, is accessible in all parts of the country.",NA,"411",NA
"English is the language of the internet.",NA,"000",NA
"We have the best TV in the world.",NA,"000",NA
"The next challenge is to open up the learning opportunities and enjoyment offered by digital TV and the internet to every household.",NA,"411",NA
"We are committed to making the switchover from analogue to digital signals as soon as conditions for access and cost have been met.",NA,"411",NA
"The governance of this fast-changing industry is out of date.",NA,"411",NA
"We will merge the five separate regulators into one, to create the world’s most competitive and advanced regulatory system.",NA,"411",NA
"We believe in the value and necessity of public service broadcasting and have committed to major funding increases for the BBC and to supporting a publicly owned Channel 4 and S4C.",NA,"411",NA
"Ofcom will ensure a level playing field, benefiting consumers in terms of choice, price and quality, in particular through promoting competition.",NA,"411",NA
"Transport.",NA,NA,NA
"A strong economy needs good transport.",NA,"000",NA
"Yet our inheritance was massive under-investment, with British Rail broken into over a hundred privatised pieces, and bus services in decline.",NA,"305",NA
"Labour’s priority is to improve and expand railway and road travel.",NA,"411",NA
"Our ten-year Transport Plan, supported by all the key players, matches large resources with major reform.",NA,"411",NA
"£180 billion of investment, split between railways, roads and local transport and delivered in partnership with the private sector, offers real hope to motorists and passengers alike.",NA,"411",NA
"• Rail: Passenger numbers have risen by 17 per cent since 1997, and freight increased by 22 per cent.",NA,"411",NA
"But recent crises have proved the need for urgent investment and strong regulation.",NA,"411",NA
"With Labour, £60 billion will be spent on upgrading the rail network, with the majority of rolling stock replaced.",NA,"411",NA
"Five hundred new carriages are already in use, another 3,000 ordered.",NA,"411",NA
"We plan to expand capacity to boost passenger levels by 50 per cent, and freight by more.",NA,"411",NA
"Safer train protection systems are now being installed and will be extended following Lord Cullen’s report into rail safety.",NA,"411",NA
"The Strategic Rail Authority (SRA) has been set up to provide strong, strategic direction.",NA,"411",NA
"Train companies will get longer franchises in return for higher investment and improved services.",NA,"411",NA
"The SRA will lead the expansion of the network, using public-private partnerships (PPPs).",NA,"411",NA
"Railtrack is being reformed to focus on the operation of existing track and signalling.",NA,"411",NA
"The Rail Regulator, with strengthened powers, will ensure the delivery of higher standards, increased safety and increased investment by the company.",NA,"411",NA
"London will benefit from new trains and reduced overcrowding on its commuter services.",NA,"411",NA
"We support plans to build a new East-West Cross-rail tunnel and to extend the East London Line.",NA,"411",NA
"We have pledged increased, long-term investment in the Tube to underpin a publicprivate partnership to upgrade Tube infrastructure, with operations remaining in the public sector.",NA,"411",NA
"Our agreement with the London Mayor and Transport Commissioner offers the best chance in a generation to upgrade the Tube.",NA,"411",NA
"Supertrams will transform transport in our big cities, with 25 new light rail or tram schemes.",NA,"411",NA
"Services have been introduced or expanded in Manchester, Birmingham, Croydon, Sheffield, Nottingham, Tyne and Wear with plans under way for supertrams in Leeds, Portsmouth and Bristol.",NA,"411",NA
"• Roads: The Transport Plan allocates £60 billion to road improvement.",NA,"411",NA
"Motorways will be upgraded; a hundred new bypasses will reduce accidents and pollution.",NA,"411",NA
"But environmentally damaging road schemes have been scrapped; all new roads must now be strictly appraised for maximum benefits and minimum environmental damage.",NA,"501",NA
"Our trunk roads are the safest in Europe and we aim to reduce serious road casualties by a further 40 per cent over ten years.",NA,"411",NA
"£8.4 billion is now being invested in local authority schemes in England.",NA,"411",NA
"We have given local authorities the freedom to choose to use charges to reduce traffic – but we insist they put the money into better transport services.",NA,"411",NA
"New road safety schemes will mean more school bus services and traffic-free Home Zones where people can walk safely, and children play without danger, to help cut the number of child road deaths and serious injuries by 50 per cent by 2010.",NA,"411",NA
"Road tax is being cut on smaller, cleaner cars and duty reduced on greener fuels.",NA,"402",NA
"Tax incentives are creating a cleaner lorry fleet while the road haulage industry will benefit from steep reductions in Vehicle Excise Duty to among the lowest in Europe.",NA,"402",NA
