"text","text_en","cmp_code","eu_code"
"We live in a period of growing international tensions.",NA,"104",NA
"A strong, viable and sustainable defence and security policy must be strategic and evidence led.",NA,"104",NA
"As previous incoming governments have done, a Labour government will order a complete strategic defence and security review when it comes into office, to assess the emerging threats facing Britain, including hybrid and cyber warfare.",NA,"104",NA
"Cyber security will form an integral part of our defence and security strategy and we will introduce a cyber-security charter for companies working with the Ministry of Defence.",NA,"104",NA
"We will ensure that our armed forces are properly equipped and resourced to respond to wide-ranging security challenges.",NA,"104",NA
"Labour will commit to effective UN peacekeeping, including support for a UN Emergency Peace Service.",NA,"107",NA
"As the security threats and challenges we face are not bound by geographic borders, it is vital that as Britain leaves the EU, we maintain our close relationship with our European partners.",NA,"104",NA
"Alongside our commitment to NATO, we will continue to work with the EU on a range of operational missions to promote and support global and regional security.",NA,"104",NA
"The last Labour government consistently spent above the NATO benchmark of 2 per cent of GDP.",NA,"104",NA
"Conservative spending cuts have put Britain’s security at risk, shrinking the army to its smallest size since the Napoleonic wars.",NA,"104",NA
"The scrapping of Nimrod, HMS Ark Royal and the Harrier jump jets have weakened our defences and cost British taxpayers millions.",NA,"104",NA
"Labour’s commitment to spending at least 2 per cent of GDP on defence will guarantee that our Armed Forces have the necessary capabilities to fulfil the full range of obligations,",NA,"104",NA
"and ensure our conventional forces are versatile and able to deploy in a range of roles.",NA,"104",NA
"Labour supports the renewal of the Trident nuclear deterrent.",NA,"104",NA
"As a nuclear-armed power, our country has a responsibility to fulfil our obligations under the Nuclear Non- Proliferation Treaty.",NA,"106",NA
"Labour will lead multilateral efforts with international partners and the UN to create a nuclear-free world.",NA,"106",NA
"The UK defence industry is worldleading, and Labour will continue to support development and innovation in this sector and to ensure that it can continue to rely on a highly skilled workforce.",NA,"411",NA
"We are committed to a procurement process that supports the British steel industry and defence manufacturing industry,",NA,"411",NA
"which in turn provide good jobs throughout the supply chain.",NA,"701",NA
"Labour will publish a Defence Industrial Strategy White Paper, including a National Shipbuilding Strategy to secure a long-term future for the industry, workers and UK defence.",NA,"411",NA
"We have a duty to properly reward and remunerate our Armed Forces.",NA,"104",NA
"Under the Conservatives, our Armed Forces have been hit by rent rises, pay restraint, and changes to tax and benefits, putting real pressure on service personnel and their families.",NA,"104",NA
"We will ensure they get the pay and living conditions that their service merits.",NA,"104",NA
"Dedicated service personnel are at the heart of our defence policy.",NA,"104",NA
"Labour will immediately examine recruitment and retention policies in order to stem the exodus seen under the Conservatives.",NA,"104",NA
"We will publish new strategic equality objectives to ensure our personnel reflect our diverse society.",NA,"503",NA
"We will drive up standards in Service Accommodation, and take action where private companies have failed to deliver.",NA,"705",NA
"We will consult with service personnel, giving them greater autonomy over their housing choices,",NA,"705",NA
"and review and improve the Forces Help to Buy scheme.",NA,"104",NA
"Personnel who are injured while serving should have prompt access to support and compensation.",NA,"705",NA
"We will resist any Conservative proposals to abolish the right to seek legal redress against the MoD where compensation claims cannot be otherwise settled.",NA,"705",NA
"We are fully committed to supporting our veterans.",NA,"705",NA
"We will promote greater awareness of the Armed Forces Covenant,",NA,"104",NA
"seek greater consistency in its implementation by public authorities,",NA,"104",NA
"and promote increased participation in the Corporate Covenant.",NA,"104",NA
"We will also roll out a Homes Fit for Heroes programme that will insulate the homes of disabled veterans for free.",NA,"504",NA
"DEVELOPMENT",NA,"H",NA
"Labour has a proud record on international development.",NA,"107",NA
"We will continue to spend 0.7 per cent of gross national income on ofFcial development assistance,",NA,"107",NA
"and develop a targeted development agenda based on the principles of redistribution,",NA,"503",NA
"social justice,",NA,"503",NA
"women’s rights",NA,"503",NA
"and poverty reduction.",NA,"107",NA
"Labour will take robust action to end the self-regulation of Department for International Development private contractors, establishing and enforcing new rules to ensure aid is used to reduce poverty for the many, not to increase profits for the few.",NA,"503",NA
"We fully support the Sustainable Development Goals (SDGs) agreed globally to eradicate poverty",NA,"107",NA
"and protect the environment.",NA,"501",NA
"Labour will develop a cross-government strategy for ensuring the SDGs are implemented, and report annually to Parliament on our performance.",NA,"202.1",NA
"In the wake of Brexit, to fulfil our national obligations under the SDGs, Labour will guarantee the least developed countries continued access to the UK market to protect vital export revenues.",NA,"107",NA
"There are more refugees and displaced people around the world than at any time since the Second World War.",NA,"201.2",NA
"This is a failure of diplomacy,",NA,"106",NA
"conflict resolution",NA,"106",NA
"and of human rights, which is why they will be at the heart of Labour’s foreign policy.",NA,"201.2",NA
"The Conservatives have completely failed to show any leadership on this issue.",NA,"305.1",NA
"In the first 100 days of government, we will produce a cross-departmental strategy to meet our international obligations on the refugee crisis.",NA,"201.2",NA
"The current global tax system is deeply unjust.",NA,"503",NA
"Africa’s economies alone lose more than £46 billion annually through corruption and tax evasion – more than 10 times what they receive in aid.",NA,"304",NA
"Labour will act decisively on tax havens, introducing strict standards of transparency for crown dependencies and overseas territories, including a public register of owners, directors, major shareholders and beneficial owners for all companies and trusts.",NA,"202.1",NA
"We will work in partnership with communities in the Global South to develop long-term strategies for strengthening economies and societies.",NA,"107",NA
"We would reinstate the Civil Society Challenge Fund to support trade unions, women’s associations and other civil society organisations which are the most effective forces in winning human rights and workers’ rights.",NA,"201.2",NA
"Jobs in global supply chains can be of enormous importance to working people across the Global South, but human rights abuses and exploitation of lower environmental standards and workers’ rights are too common.",NA,"201.2",NA
"Labour is committed to ensuring respect for human rights,",NA,"201.2",NA
"workers’ rights",NA,"701",NA
"and environmental sustainability in the operations of British businesses around the world,",NA,"501",NA
"and we will work to tighten the rules governing corporate accountability for abuses in global supply chains.",NA,"403",NA
"Labour will work with business to ensure the provisions of the Modern Slavery Act are fully respected, including reporting on due diligence in supply chains.",NA,"201.2",NA
"We will extend the remit of the Groceries Code Adjudicator beyond direct suppliers to ensure fair treatment for all those producing goods for the UK’s largest supermarkets.",NA,"201.2",NA
"At least a billion people around the world cannot currently obtain the health services they need, and another 100 million are pushed below the poverty line as a result of paying for their services.",NA,"107",NA
"We will establish a Centre for Universal Health Coverage, providing global partnerships, support and encouragement to countries that want UHC, helping them to generate the funding and systems required for its delivery.",NA,"107",NA
"We will invest in new public-health driven research and development to find effective and affordable treatments for diseases in the developing world, including fighting TB, malaria, HIV/AIDS and neglected tropical diseases.",NA,"107",NA
"9548_17 Promoted by Iain McNicol, General Secretary, the Labour Party, on behalf of the Labour Party, both at Southside, 105 Victoria Street, London, SW1 E 6QT. Printed by Potts Print, Nelson Park, 6 Moorland Way, Cramlington, Northumberland, NE23 1 WG.",NA,NA,NA
